,net_return
2015-12-03,-0.0024056763292355696
2015-12-04,0.0006233568625157448
2015-12-07,-0.0022790585595633406
2015-12-08,-0.004745798163565407
2015-12-09,0.0004606218671994918
2015-12-10,0.0011021390908724042
2015-12-11,0.004028192452584752
2015-12-14,-0.002024956107410769
2015-12-15,0.0021043538513436655
2015-12-16,-0.001478464284533243
2015-12-17,-0.0006576265013370127
2015-12-18,-0.008461800045652714
2015-12-21,0.003861174120663259
2015-12-22,-0.0006858606586997492
2015-12-23,0.0025442792398834104
2015-12-24,0.0007940577796742102
2015-12-25,0.0030652578762806353
2015-12-28,0.0019026573597361225
2015-12-29,0.0018065929803848645
2015-12-30,-0.003388521966171528
2015-12-31,-0.023281741856162108
2016-01-01,0.00018471124143578285
2016-01-04,0.0033242458049578603
2016-01-05,0.0012302568056654084
2016-01-06,6.349222146014022e-05
2016-01-07,-0.0010493890295872356
2016-01-08,0.002151656273533383
2016-01-11,-0.00222533575496466
2016-01-12,-0.0011842522624293979
2016-01-13,-4.499176798208072e-05
2016-01-14,-0.0005305329008895762
2016-01-15,-0.0015832440015097094
2016-01-18,0.002051652259381205
2016-01-19,0.0006215871034312108
2016-01-20,0.0017915349137088107
2016-01-21,0.001398352397905848
2016-01-22,-0.003854255892966863
2016-01-25,0.00312052184466192
2016-01-26,-0.00896745423879344
2016-01-27,-0.004857827588025017
2016-01-28,0.004535272168702161
2016-01-29,2.796254221379413e-06
2016-02-01,0.0013393730325273652
2016-02-02,-0.0026653036583917794
2016-02-03,0.001981574737910604
2016-02-04,-0.0073246637645814966
2016-02-05,0.002442332136722606
2016-02-08,-0.0045063728615536225
2016-02-09,0.0006799684158570463
2016-02-10,-0.0015687699992351274
2016-02-11,0.002016772566803863
2016-02-12,-0.013638851074209831
2016-02-15,0.0026756486360977444
2016-02-16,0.009518052566135618
2016-02-17,-0.0049511296291889035
2016-02-18,-0.006134234873247342
2016-02-19,-0.0008274096756655988
2016-02-22,-0.0008098852492059808
2016-02-23,0.004191794021397577
2016-02-24,0.00029665250719795866
2016-02-25,-0.004112010398459542
2016-02-26,0.0011047786093878464
2016-02-29,-0.0025551532387042366
2016-03-01,0.002374664363129516
2016-03-02,-0.00020515254109600609
2016-03-03,0.001356192630643113
2016-03-04,0.0001306712538256353
2016-03-07,-0.000990153125571917
2016-03-08,-0.0008340701798071707
2016-03-09,0.0005153942499508402
2016-03-10,-0.001058158030278163
2016-03-11,-0.0002855677252425563
2016-03-14,0.0007358347614058921
2016-03-15,0.0009371521540141314
2016-03-16,0.00011648586621878139
2016-03-17,-0.0006746591414079073
2016-03-18,0.003307425736098472
2016-03-21,-0.0004762673839459793
2016-03-22,-0.00016794139893372417
2016-03-23,-0.0007052724627022074
2016-03-24,0.002079491056291728
2016-03-25,-0.00014824593291271046
2016-03-28,-1.2890249604935455e-06
2016-03-29,-0.0026551337134120647
2016-03-30,-0.0010731428709515446
2016-03-31,0.0
2016-04-01,-0.000143213326161061
2016-04-04,-0.001670822395689063
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,-0.000285026525519445
2016-04-11,-0.0004902623180480145
2016-04-12,0.004473094206842609
2016-04-13,0.008383066570813336
2016-04-14,0.001201713320707967
2016-04-15,-0.0018103769402236791
2016-04-18,0.006903398459127723
2016-04-19,-0.00015520857192274917
2016-04-20,0.0024981178451365937
2016-04-21,-0.0028345476413161666
2016-04-22,0.0014949708685699041
2016-04-25,-0.006501320024584132
2016-04-26,-0.003614792376389498
2016-04-27,-0.003896441461191206
2016-04-28,-0.00014236238678586957
2016-04-29,0.002214595223266938
2016-05-02,0.002468489780795687
2016-05-03,-0.00033707939800462866
2016-05-04,-0.0019493938606571781
2016-05-05,-0.00717110358536525
2016-05-06,0.000717421738294329
2016-05-09,-0.00011851988380311839
2016-05-10,0.0022504908002814795
2016-05-11,0.00042160190955697896
2016-05-12,0.0010459400912240884
2016-05-13,0.00012557650785712435
2016-05-16,-0.00011433929486241261
2016-05-17,0.0013893893244401045
2016-05-18,0.0001954302483079632
2016-05-19,0.00040150286610614777
2016-05-20,0.00045672071461048497
2016-05-23,-0.0004188004985346179
2016-05-24,0.001468594670662034
2016-05-25,-0.0010975630630645824
2016-05-26,-0.0013198597266801573
2016-05-27,0.000115090137307076
2016-05-30,-0.0022561589259947703
2016-05-31,0.0008765976679892014
2016-06-01,-0.0036676818594904535
2016-06-02,-0.00015607468398022808
2016-06-03,-0.0010361504082772308
2016-06-06,-0.0056319325264317195
2016-06-07,0.0030329443813191803
2016-06-08,-0.0036785073918117104
2016-06-09,0.0021200266150233106
2016-06-10,0.0011398995595905033
2016-06-13,-0.00023361957657846988
2016-06-14,-0.002419455138494823
2016-06-15,-0.00027891550250950186
2016-06-16,0.003112520489851537
2016-06-17,-0.0019054559028525951
2016-06-20,0.0023816875166148646
2016-06-21,0.0008769068045620387
2016-06-22,0.0013739362627568918
2016-06-23,-0.004251006037977696
2016-06-24,0.0015567095746321505
2016-06-27,-0.0016139312310760377
2016-06-28,-0.005422270471185158
2016-06-29,-0.0004727838593269165
2016-06-30,0.000949675196061095
2016-07-01,0.0017528121062641011
2016-07-04,0.0004920699276154683
2016-07-05,0.0005053435445608508
2016-07-06,0.0004471040871058196
2016-07-07,6.480300032148285e-05
2016-07-08,-0.0003686053649975351
2016-07-11,0.0006597922909424301
2016-07-12,-0.0005111733112172513
2016-07-13,-0.003183444365274963
2016-07-14,-0.0011761878768167997
2016-07-15,-0.001993305554357079
2016-07-18,0.0018588246998512321
2016-07-19,0.004540206458828295
2016-07-20,-0.007079025933725558
2016-07-21,0.002713527921408524
2016-07-22,-0.001982492266919072
2016-07-25,0.0004445056639366303
2016-07-26,-0.0038961672957435033
2016-07-27,0.004223070351960863
2016-07-28,0.004645591176502983
2016-07-29,0.003051714669092478
2016-08-01,0.002917180007446766
2016-08-02,0.0038340069035019964
2016-08-03,0.000990596129106891
2016-08-04,-0.0050673652167131196
2016-08-05,0.0014751488434590805
2016-08-08,-0.0026109064297486703
2016-08-09,-0.00425478794857107
2016-08-10,0.006125025394635146
2016-08-11,0.004285960428883872
2016-08-12,-0.0024441209245507074
2016-08-15,-0.004986329682223641
2016-08-16,-0.0012091969000319243
2016-08-17,-0.0015231152928177154
2016-08-18,0.00232103931193119
2016-08-19,0.0038604485296812228
2016-08-22,-0.0003602001411960691
2016-08-23,-0.0011536455223405961
2016-08-24,0.002395813124452806
2016-08-25,0.000712959095340988
2016-08-26,-0.0023646085129864322
2016-08-29,-0.005424286474423279
2016-08-30,0.00437673687875173
2016-08-31,0.00521838829732361
2016-09-01,6.533541988910467e-06
2016-09-02,0.001334225004593348
2016-09-05,0.0007174103715326859
2016-09-06,0.0013883852172149602
2016-09-07,0.004389209625867974
2016-09-08,0.0016222921057289879
2016-09-09,6.414194187194984e-06
2016-09-12,0.0010286270184433066
2016-09-13,0.0006748409626928428
2016-09-14,-0.007428673097720144
2016-09-15,-0.0001871401809445857
2016-09-16,-0.0013979886030767534
2016-09-19,0.005219370666438405
2016-09-20,0.0024630864970329736
2016-09-21,0.0027582348003534576
2016-09-22,0.006091027869312334
2016-09-23,0.0007157443886706879
2016-09-26,-0.00014595074091281837
2016-09-27,0.0011326148440169437
2016-09-28,-0.001842292451080918
2016-09-29,-0.002025018418730059
2016-09-30,-0.0026876966122113613
2016-10-03,0.0020652945127488755
2016-10-04,-0.00010867788103217461
2016-10-05,0.006708625020956742
2016-10-06,0.004405892264980966
2016-10-07,0.004084176218619821
2016-10-10,-0.00044870916227768287
2016-10-11,0.0024118099657274663
2016-10-12,0.002515728446789455
2016-10-13,0.001571005322144862
2016-10-14,0.0034882586745138
2016-10-17,-0.002001399968212414
2016-10-18,0.0019346983896441812
2016-10-19,-0.0030660509444820905
2016-10-20,-0.0006172797203895705
2016-10-21,0.0029882417724912402
2016-10-24,-0.0019312064441294556
2016-10-25,-0.0003784834802314717
2016-10-26,0.002730998019002028
2016-10-27,-0.006064196000317952
2016-10-28,0.0029425356366307165
2016-10-31,-0.0022153798063968
2016-11-01,0.004767203577521736
2016-11-02,-0.0024783285738645805
2016-11-03,0.002561745587946508
2016-11-04,0.0034319118623831932
2016-11-07,-0.0004532411138358043
2016-11-08,-0.011677851280155804
2016-11-09,-0.007432132305636305
2016-11-10,0.0020152378840209337
2016-11-11,0.008861461562651404
2016-11-14,0.003257257279582445
2016-11-15,-0.0033292856033806154
2016-11-16,0.005693967238826499
2016-11-17,-0.004088024625705455
2016-11-18,-0.0003846952584591519
2016-11-21,-0.0021163534590081614
2016-11-22,-0.0009881815563974581
2016-11-23,0.0004883541129246938
2016-11-24,-0.0010651708173261738
2016-11-25,-0.002382357257905384
2016-11-28,-6.220125241158275e-05
2016-11-29,-0.009389915767704779
2016-11-30,-0.00958481856488147
2016-12-01,-0.0014310528863629528
2016-12-02,0.0009265882824128028
2016-12-05,-0.011310182640271588
2016-12-06,0.0029092454171362006
2016-12-07,-0.00011740364159753176
2016-12-08,0.0017165122887029722
2016-12-09,0.015234261092195648
2016-12-12,-0.0008942635599700615
2016-12-13,-0.0034665850382428385
2016-12-14,-0.001553655816659653
2016-12-15,-0.0007620555697104948
2016-12-16,3.2064940876079064e-05
2016-12-19,-0.00024344826750475704
2016-12-20,-0.0019228750606084906
2016-12-21,0.00016610630734481546
2016-12-22,-0.002819644819674986
2016-12-23,-1.0452741707060268e-05
2016-12-26,-0.007867331816012499
2016-12-27,-0.0004365111186591583
2016-12-28,-0.00523615572529081
2016-12-29,-0.005683234904797459
2016-12-30,-0.02478071399979545
2017-01-02,-0.00211656075521229
2017-01-03,0.008424662347067584
2017-01-04,0.0064729998526227095
2017-01-05,0.0031842656163258917
2017-01-06,0.005875059745933844
2017-01-09,-0.0013627892729585571
2017-01-10,0.004483841638642294
2017-01-11,-0.0036375233696552267
2017-01-12,0.003372524648281273
2017-01-13,0.0020941095497278663
2017-01-16,-0.0014960118018041795
2017-01-17,-0.007976786592882756
2017-01-18,0.0082960122962704
2017-01-19,0.009505839686376525
2017-01-20,0.00472833873780291
2017-01-23,0.000979590349394895
2017-01-24,0.002613173334698867
2017-01-25,0.0014178946709789326
2017-01-26,-0.0018021491857439693
2017-01-27,-0.003337143541882711
2017-01-30,-0.0032280894886194864
2017-01-31,-0.0012755184361317358
2017-02-01,-0.0050709543760581455
2017-02-02,-0.0031586307161746894
2017-02-03,0.0007554840041018215
2017-02-06,-0.004749727945617492
2017-02-07,-0.0012436109205037165
2017-02-08,-0.0019275758611405809
2017-02-09,-0.00027323967900586926
2017-02-10,0.0007511001534803811
2017-02-13,-0.0003609365383065999
2017-02-14,-0.002365766210574364
2017-02-15,-0.00023050820023812202
2017-02-16,-0.0011446145677213027
2017-02-17,0.0005987552947599185
2017-02-20,0.0
2017-02-21,-0.00014110584249248958
2017-02-22,-0.002707255399023815
2017-02-23,-0.001413447726945109
2017-02-24,0.0024099126267471314
2017-02-27,-0.00028116009866950103
2017-02-28,-0.0006270661446255618
2017-03-01,-0.001366295463569293
2017-03-02,-0.00011400199700693318
2017-03-03,-0.0009944283801553062
2017-03-06,0.0010006965355319197
2017-03-07,0.0008217273444470022
2017-03-08,-0.003425923235622889
2017-03-09,-8.275512103990875e-06
2017-03-10,-0.0001923757554318691
2017-03-13,-0.000783270962625704
2017-03-14,-0.00028207988468644435
2017-03-15,0.000482452170454728
2017-03-16,-0.0007357583621381629
2017-03-17,-0.004450917069770116
2017-03-20,0.010600961626322016
2017-03-21,-0.0005688432475016344
2017-03-22,-0.0011238640432023421
2017-03-23,-0.0010543283810280173
2017-03-24,0.0024503143459122523
2017-03-27,0.0002573848800894544
2017-03-28,-0.000854105673220845
2017-03-29,-2.4095562562969027e-06
2017-03-30,-0.0015152163712680768
2017-03-31,0.0004184280490597877
2017-04-03,-0.0007749699188291751
2017-04-04,0.0020094542472257606
2017-04-05,0.0008719033632897747
2017-04-06,-0.0026138105680372525
2017-04-07,-0.0011442556051569075
2017-04-10,-0.004857820585618463
2017-04-11,-0.007130526331560801
2017-04-12,-0.0017667672811639834
2017-04-13,-0.01073469558851653
2017-04-14,0.006941816100044851
2017-04-17,0.001869004837142992
2017-04-18,-0.00012549322323055696
2017-04-19,0.0014550199925202716
2017-04-20,0.003466751977433032
2017-04-21,-0.0011203647753811688
2017-04-24,0.005339035701133292
2017-04-25,0.0027963816955458576
2017-04-26,0.007209984731817017
2017-04-27,-0.004585329903291154
2017-04-28,-0.017424226319457826
2017-05-01,0.003745862357580862
2017-05-02,0.0033810501169764065
2017-05-03,0.002149503631927415
2017-05-04,0.01355737035983251
2017-05-05,0.010198381249719835
2017-05-08,0.007567481702601057
2017-05-09,0.00393681433415712
2017-05-10,-0.00832675497020167
2017-05-11,0.005457966179476322
2017-05-12,-0.0043550153997112635
2017-05-15,0.0069357080100623065
2017-05-16,0.00255301888326979
2017-05-17,0.005419551142033481
2017-05-18,-0.003367573607788535
2017-05-19,-0.008931388016752917
2017-05-22,6.70343157063713e-05
2017-05-23,-0.010032474966042482
2017-05-24,0.009717116497081865
2017-05-25,0.006305364398083324
2017-05-26,-0.0021072582028954603
2017-05-29,0.00856931740774706
2017-05-30,0.014849204375744421
2017-05-31,-0.007491282303564791
2017-06-01,0.0003614400168845955
2017-06-02,0.0028257325825159127
2017-06-05,-0.00877906890362081
2017-06-06,-0.001079705954930769
2017-06-07,-0.003910997542026639
2017-06-08,-0.006665115327379382
2017-06-09,0.004866953828330134
2017-06-12,0.0024893794284979545
2017-06-13,-0.0031171162494794493
2017-06-14,0.008684878283464795
2017-06-15,-0.0023640241879643495
2017-06-16,-0.005760343379027134
2017-06-19,-0.006743892057570533
2017-06-20,-0.010568897270495708
2017-06-21,-0.006917055003503185
2017-06-22,0.0019093109714109675
2017-06-23,0.004719665718320369
2017-06-26,-0.004420029055874815
2017-06-27,0.0007710122827292624
2017-06-28,0.006075037560048735
2017-06-29,0.013254440093763328
2017-06-30,0.0054753325924343415
2017-07-03,-0.01069500715828168
2017-07-04,0.013862510321824955
2017-07-05,0.016452923400515577
2017-07-06,0.002715494511280392
2017-07-07,0.0011895199105617278
2017-07-10,0.0038323429349077878
2017-07-11,0.0010290911852733683
2017-07-12,0.0023466973148595547
2017-07-13,-0.0036490135084956674
2017-07-14,0.01713473875819003
2017-07-17,0.012179529571531586
2017-07-18,0.0036232963233581348
2017-07-19,0.0010570575295229905
2017-07-20,0.004622157672676523
2017-07-21,-0.004329042228971143
2017-07-24,-0.0031966711700623374
2017-07-25,0.00985105674837744
2017-07-26,0.005340583168722351
2017-07-27,0.010923744503471758
2017-07-28,0.0015743486652791301
2017-07-31,-0.0050126500532893985
2017-08-01,0.0028458377866954674
2017-08-02,0.0020029966810160746
2017-08-03,0.006607298461152025
2017-08-04,0.002422281466474422
2017-08-07,0.007807795802364903
2017-08-08,0.0022594073612076104
2017-08-09,0.011517361619553745
2017-08-10,-0.002274239371249561
2017-08-11,-0.0034050891128069136
2017-08-14,-0.003903024330934257
2017-08-15,0.015093861085358984
2017-08-16,-0.0022301347096980915
2017-08-17,-0.003155735065526089
2017-08-18,-0.0012009376121477715
2017-08-21,-0.0023352265913639397
2017-08-22,0.00910986620556381
2017-08-23,0.00018541427236102152
2017-08-24,-0.0024444722871135305
2017-08-25,0.006969539119643593
2017-08-28,0.001574741422845083
2017-08-29,0.005698463387277679
2017-08-30,-0.004989674600169469
2017-08-31,-0.002660556114724618
2017-09-01,-0.006786428832627071
2017-09-04,0.0019508194990453716
2017-09-05,0.012988963954634114
2017-09-06,-0.002831390567479275
2017-09-07,0.0016741881893519255
2017-09-08,0.0001437057062323614
2017-09-11,-0.008519549370662757
2017-09-12,0.002506411051195201
2017-09-13,-0.005158555377934822
2017-09-14,0.0023389412092693442
2017-09-15,0.0009631709533506153
2017-09-18,-0.000295561500415283
2017-09-19,0.002945493200937991
2017-09-20,-0.00811778616947765
2017-09-21,-0.006312550713218808
2017-09-22,0.005070479852170092
2017-09-25,0.003199559448443449
2017-09-26,-0.00014673185126869623
2017-09-27,0.0009904426584092703
2017-09-28,-0.0026910925868038706
2017-09-29,0.0034500120880459986
2017-10-02,-0.003083022923304405
2017-10-03,0.0017865543302073572
2017-10-04,-0.001126427999813162
2017-10-05,0.0034131385807891768
2017-10-06,0.001083607040367414
2017-10-09,-0.00375047567146596
2017-10-10,0.005351439634317945
2017-10-11,0.0020521254553732813
2017-10-12,0.002097070851697823
2017-10-13,0.004264651182896674
2017-10-16,-0.00132610571164223
2017-10-17,-0.0038708581632411567
2017-10-18,0.005606386080275305
2017-10-19,-0.0015802569487239349
2017-10-20,1.532384051787054e-05
2017-10-23,-0.003110691144547891
2017-10-24,0.002057409609674653
2017-10-25,-0.004592275852152827
2017-10-26,-9.043891872032202e-05
2017-10-27,0.002427880545016028
2017-10-30,0.0029119475626026674
2017-10-31,0.001225802944898744
2017-11-01,-0.03138916697126006
