date,instrument,strategy,target_weight,executed_weight,session_return,mode
2018-01-30,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-01-31,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-01,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-02,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-05,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-02-06,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-02-07,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-08,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-09,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-12,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-02-13,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-02-14,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-15,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-16,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-19,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-20,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-02-21,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-02-22,EQ_A,"ma_trend[fast=10,slow=100]",1.0,0.0,-0.0015025115775116461,SHADOW_ONLY
2018-02-23,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.019333205628051964,SHADOW_ONLY
2018-02-26,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-1.9717456832157865e-05,SHADOW_ONLY
2018-02-27,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0019222603183661757,SHADOW_ONLY
2018-02-28,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.020221376018336734,SHADOW_ONLY
2018-03-01,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.02663331022708082,SHADOW_ONLY
2018-03-02,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.019205036287080368,SHADOW_ONLY
2018-03-05,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.012914879517305078,SHADOW_ONLY
2018-03-06,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.021254530663661786,SHADOW_ONLY
2018-03-07,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.012846579262809299,SHADOW_ONLY
2018-03-08,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.017721884730432125,SHADOW_ONLY
2018-03-09,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0008047069260269657,SHADOW_ONLY
2018-03-12,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.003167662949449923,SHADOW_ONLY
2018-03-13,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00503074069845999,SHADOW_ONLY
2018-03-14,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00024639232511880493,SHADOW_ONLY
2018-03-15,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.009666088101151438,SHADOW_ONLY
2018-03-16,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.025992243856171826,SHADOW_ONLY
2018-03-19,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.02021154756164889,SHADOW_ONLY
2018-03-20,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.025639991395428163,SHADOW_ONLY
2018-03-21,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.008685142531480228,SHADOW_ONLY
2018-03-22,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.01203818818214919,SHADOW_ONLY
2018-03-23,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0006404487033170314,SHADOW_ONLY
2018-03-26,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.024778986518931845,SHADOW_ONLY
2018-03-27,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.006441826206630141,SHADOW_ONLY
2018-03-28,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.013721993639781993,SHADOW_ONLY
2018-03-29,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00546263059003671,SHADOW_ONLY
2018-03-30,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.006864463881019245,SHADOW_ONLY
2018-04-02,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.004066579619314115,SHADOW_ONLY
2018-04-03,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.021003150849109975,SHADOW_ONLY
2018-04-04,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0263455202067836,SHADOW_ONLY
2018-04-05,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00859641302857006,SHADOW_ONLY
2018-04-06,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.015045766500248914,SHADOW_ONLY
2018-04-09,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0021985017858197065,SHADOW_ONLY
2018-04-10,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0002287167091715725,SHADOW_ONLY
2018-04-11,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.011174657503155272,SHADOW_ONLY
2018-04-12,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.022619568361017306,SHADOW_ONLY
2018-04-13,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.000631682003301326,SHADOW_ONLY
2018-04-16,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.007817715189831542,SHADOW_ONLY
2018-04-17,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.026668610048567576,SHADOW_ONLY
2018-04-18,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.005384538634044533,SHADOW_ONLY
2018-04-19,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.015437813010358736,SHADOW_ONLY
2018-04-20,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.010864886836005061,SHADOW_ONLY
2018-04-23,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.01535300420939889,SHADOW_ONLY
2018-04-24,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.019819292490770524,SHADOW_ONLY
2018-04-25,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.012891919475781055,SHADOW_ONLY
2018-04-26,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.024671470583860988,SHADOW_ONLY
2018-04-27,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.009445622579042023,SHADOW_ONLY
2018-04-30,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.021614885646812132,SHADOW_ONLY
2018-05-01,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.014238597637105332,SHADOW_ONLY
2018-05-02,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00999337334529593,SHADOW_ONLY
2018-05-03,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.006430932955838298,SHADOW_ONLY
2018-05-04,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.004231634965023323,SHADOW_ONLY
2018-05-07,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0099594007908822,SHADOW_ONLY
2018-05-08,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.027874595664009738,SHADOW_ONLY
2018-05-09,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.020391302300545644,SHADOW_ONLY
2018-05-10,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00697295573034129,SHADOW_ONLY
2018-05-11,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.024888278191068203,SHADOW_ONLY
2018-05-14,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.001959932307047274,SHADOW_ONLY
2018-05-15,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.007012403896589525,SHADOW_ONLY
2018-05-16,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.00928175939625664,SHADOW_ONLY
2018-05-17,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.01629037813625578,SHADOW_ONLY
2018-05-18,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.015791046188023072,SHADOW_ONLY
2018-05-21,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.010326317782317629,SHADOW_ONLY
2018-05-22,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.008077006705208722,SHADOW_ONLY
2018-05-23,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.012041415682352175,SHADOW_ONLY
2018-05-24,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.00014132580647463477,SHADOW_ONLY
2018-05-25,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.041338825382222444,SHADOW_ONLY
2018-05-28,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.010080181322886017,SHADOW_ONLY
2018-05-29,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.005498608574343367,SHADOW_ONLY
2018-05-30,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.006557350181331634,SHADOW_ONLY
2018-05-31,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.002501678136640817,SHADOW_ONLY
2018-06-01,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.013887626319441182,SHADOW_ONLY
2018-06-04,EQ_A,"ma_trend[fast=10,slow=100]",0.0,1.0,0.007021852645453371,SHADOW_ONLY
2018-06-05,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-06,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-07,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-08,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-11,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-12,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-13,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-14,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-15,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-18,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-19,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-20,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-21,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-22,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-25,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-26,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-27,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-06-28,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-06-29,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-02,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-03,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-04,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-05,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-06,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-09,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-10,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-11,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-12,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-13,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-16,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-17,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-18,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-19,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-20,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-23,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-24,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-25,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-07-26,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-27,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-30,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-07-31,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-01,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-02,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-03,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-06,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-07,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-08,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-09,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-10,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-13,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-14,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-15,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-16,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-17,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-20,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-21,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-22,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-23,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-24,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-08-27,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-28,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-29,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-30,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-08-31,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-09-03,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-09-04,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,0.0,SHADOW_ONLY
2018-09-05,EQ_A,"ma_trend[fast=10,slow=100]",0.0,0.0,-0.0,SHADOW_ONLY
2018-09-06,EQ_A,"ma_trend[fast=10,slow=100]",1.0,0.0,-0.0014098177746432155,SHADOW_ONLY
2018-09-07,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.0012606105500887477,SHADOW_ONLY
2018-09-10,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.02941826964503913,SHADOW_ONLY
2018-09-11,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.01868228414565265,SHADOW_ONLY
2018-09-12,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.009413026133562097,SHADOW_ONLY
2018-09-13,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.010151149916698632,SHADOW_ONLY
2018-09-14,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0027568689026700177,SHADOW_ONLY
2018-09-17,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.01923671927820636,SHADOW_ONLY
2018-09-18,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0006031472870278165,SHADOW_ONLY
2018-09-19,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.011857589277961988,SHADOW_ONLY
2018-09-20,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0074241125548275555,SHADOW_ONLY
2018-09-21,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.010784632434845398,SHADOW_ONLY
2018-09-24,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.019935524137277616,SHADOW_ONLY
2018-09-25,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.012629750904522785,SHADOW_ONLY
2018-09-26,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0029106220808843286,SHADOW_ONLY
2018-09-27,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.01204341226649408,SHADOW_ONLY
2018-09-28,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.012179653755607589,SHADOW_ONLY
2018-10-01,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.007499880846954077,SHADOW_ONLY
2018-10-02,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.016657919144348,SHADOW_ONLY
2018-10-03,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.018392176358647427,SHADOW_ONLY
2018-10-04,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0013045152430823936,SHADOW_ONLY
2018-10-05,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.007131011242402119,SHADOW_ONLY
2018-10-08,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0147006025235481,SHADOW_ONLY
2018-10-09,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.02567298788838923,SHADOW_ONLY
2018-10-10,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.01749586244162027,SHADOW_ONLY
2018-10-11,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.03462163690690945,SHADOW_ONLY
2018-10-12,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.023365873085609,SHADOW_ONLY
2018-10-15,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.005121381683077186,SHADOW_ONLY
2018-10-16,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0058499239226099675,SHADOW_ONLY
2018-10-17,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.017486409818811444,SHADOW_ONLY
2018-10-18,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.03862346736208777,SHADOW_ONLY
2018-10-19,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.013215178681635353,SHADOW_ONLY
2018-10-22,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.01007165281968636,SHADOW_ONLY
2018-10-23,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,-0.04171898125738027,SHADOW_ONLY
2018-10-24,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.004869394230452517,SHADOW_ONLY
2018-10-25,EQ_A,"ma_trend[fast=10,slow=100]",1.0,1.0,0.0011455799832009728,SHADOW_ONLY
